num_procs,Total time,Speedup
2,2.142019,1.0
4,12.158734,0.17617121979969294
8,48.242779,0.04440082110526842
16,178.481518,0.012001349069655493
32,676.783732,0.0031649977662288136
64,2608.11896,0.0008212888418249143
128,20572.852104,0.00010411871864784003
256,162957.004855,1.3144688084479582e-05
