num_procs,Total time,Speedup
2,0.002696,1.0
4,0.013612,0.1980605348222157
8,0.053754,0.050154407113889195
16,0.185395,0.014541924000107878
32,0.975409,0.0027639687556706982
64,2.681785,0.0010053005740579503
128,19.778556,0.0001363092432025877
256,157.693086,1.7096500984196606e-05
512,1209.106137,2.229746353524629e-06
1024,9863.107684,2.733418397503121e-07
