num_procs,Total time,Speedup
2,1.300997,2.0
4,1.670342,1.5577612249467474
8,3.957729,0.6574462273692817
16,14.168559,0.18364563397025765
32,50.566661,0.05145670978750208
64,105.785064,0.02459698847466784
128,407.464254,0.006385821515523666
256,975.863398,0.002666350644293762
512,1421.108328,0.001830961052534202
