num_procs,Total time,Speedup
2,528.230664,0.4906521443442745
4,157.131691,1.6494286184446396
8,129.588754,2.0
16,150.207633,1.7254616348291703
32,277.845142,0.9328128112457693
64,517.895235,0.500443893831153
128,1063.525411,0.2436965824411317
256,2787.716209,0.09297126700460347
512,7707.753628,0.03362555687541496
