num_procs,Total time,Speedup
2,339.269261,1.94445185530675
4,330.897802,1.993644986496465
8,329.846372,2.0
16,341.673837,1.93076751147323
32,399.634733,1.650739261444525
64,499.274106,1.321303740915416
128,795.929383,0.8288332584399638
256,1323.100312,0.4985961669095275
512,2476.847573,0.26634369881751296
