num_procs,Total time,Speedup
2.0,37.977811,1.277919045939746
4.0,24.266284,2.0
4.0,64.602089,0.7512538487725992
8.0,119.753091,0.4052719440870215
16.0,228.972066,0.21195846658430376
16.0,79.558064,0.6100270112153559
32.0,472.041263,0.10281424910093082
64.0,1875.017942,0.02588378858296813
64.0,1868.699255,0.02597131018816615
128.0,7432.338116,0.006529919285496618
256.0,8419.37038,0.0057643939878554195
1024.0,7800.482428,0.006221739289584359
